instant,g1,g2,g3,g4,g5,l1,l2,l3,l4,l5
2020-06-29T23:00:00Z,SHREECEM.NS,MARUTI.NS,NESTLEIND.NS,ICICIBANK.NS,BRITANNIA.NS,COALINDIA.NS,ITC.NS,BHARTIARTL.NS,ONGC.NS,BAJAJ-AUTO.NS
2020-10-04T23:00:00Z,TCS.NS,WIPRO.NS,TATASTEEL.NS,HINDALCO.NS,TECHM.NS,BAJAJFINSV.NS,SHREECEM.NS,BHARTIARTL.NS,BAJFINANCE.NS,ULTRACEMCO.NS
2018-05-15T23:00:00Z,BRITANNIA.NS,ITC.NS,WIPRO.NS,NESTLEIND.NS,BAJFINANCE.NS,ICICIBANK.NS,ULTRACEMCO.NS,CIPLA.NS,RELIANCE.NS,HEROMOTOCO.NS
2018-08-20T23:00:00Z,TECHM.NS,COALINDIA.NS,GRASIM.NS,NTPC.NS,WIPRO.NS,TATASTEEL.NS,TATACONSUM.NS,KOTAKBANK.NS,INDUSINDBK.NS,BHARTIARTL.NS
2016-03-30T23:00:00Z,NESTLEIND.NS,INDUSINDBK.NS,BAJFINANCE.NS,SHREECEM.NS,BRITANNIA.NS,ONGC.NS,COALINDIA.NS,TATASTEEL.NS,LT.NS,BHARTIARTL.NS
2020-01-02T00:00:00Z,SHREECEM.NS,ULTRACEMCO.NS,TATASTEEL.NS,GRASIM.NS,INDUSINDBK.NS,BAJAJ-AUTO.NS,CIPLA.NS,TCS.NS,COALINDIA.NS,NESTLEIND.NS
2017-11-17T00:00:00Z,TATACONSUM.NS,BAJAJFINSV.NS,CIPLA.NS,TITAN.NS,MARUTI.NS,TECHM.NS,TCS.NS,ONGC.NS,WIPRO.NS,HEROMOTOCO.NS
2020-10-27T00:00:00Z,KOTAKBANK.NS,SHREECEM.NS,NESTLEIND.NS,BAJFINANCE.NS,TATACONSUM.NS,TCS.NS,ONGC.NS,WIPRO.NS,ITC.NS,BAJAJFINSV.NS
2016-09-28T23:00:00Z,SHREECEM.NS,TCS.NS,COALINDIA.NS,CIPLA.NS,ITC.NS,TATACONSUM.NS,BAJFINANCE.NS,HINDALCO.NS,TITAN.NS,ICICIBANK.NS
2020-05-28T23:00:00Z,WIPRO.NS,COALINDIA.NS,ONGC.NS,BAJAJ-AUTO.NS,ITC.NS,BHARTIARTL.NS,TCS.NS,TATACONSUM.NS,TITAN.NS,RELIANCE.NS
2020-09-02T23:00:00Z,GRASIM.NS,TITAN.NS,TATACONSUM.NS,WIPRO.NS,TECHM.NS,ICICIBANK.NS,BHARTIARTL.NS,KOTAKBANK.NS,HINDALCO.NS,ONGC.NS
2018-07-19T23:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,HDFCLIFE.NS,TECHM.NS,CIPLA.NS,BAJAJ-AUTO.NS,ONGC.NS,HEROMOTOCO.NS,TITAN.NS,KOTAKBANK.NS
2018-03-14T00:00:00Z,TECHM.NS,BAJFINANCE.NS,TITAN.NS,ULTRACEMCO.NS,GRASIM.NS,HEROMOTOCO.NS,ONGC.NS,TATASTEEL.NS,BRITANNIA.NS,WIPRO.NS
2016-01-28T00:00:00Z,ITC.NS,RELIANCE.NS,SHREECEM.NS,COALINDIA.NS,BRITANNIA.NS,TITAN.NS,LT.NS,BAJFINANCE.NS,GRASIM.NS,BHARTIARTL.NS
2021-02-17T00:00:00Z,HEROMOTOCO.NS,NTPC.NS,RELIANCE.NS,HDFCLIFE.NS,COALINDIA.NS,NESTLEIND.NS,BAJAJFINSV.NS,MARUTI.NS,INDUSINDBK.NS,WIPRO.NS
2019-01-03T00:00:00Z,NESTLEIND.NS,BRITANNIA.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,SHREECEM.NS,ONGC.NS,TECHM.NS,ULTRACEMCO.NS,TATASTEEL.NS,HINDALCO.NS
2016-11-18T00:00:00Z,NTPC.NS,SHREECEM.NS,BHARTIARTL.NS,HEROMOTOCO.NS,ULTRACEMCO.NS,TITAN.NS,TATASTEEL.NS,HINDALCO.NS,ITC.NS,NESTLEIND.NS
2015-05-04T23:00:00Z,KOTAKBANK.NS,TATASTEEL.NS,HINDALCO.NS,BRITANNIA.NS,ONGC.NS,CIPLA.NS,BHARTIARTL.NS,COALINDIA.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS
2017-06-18T23:00:00Z,TATASTEEL.NS,HINDALCO.NS,LT.NS,RELIANCE.NS,ITC.NS,TATACONSUM.NS,BAJFINANCE.NS,COALINDIA.NS,ULTRACEMCO.NS,ONGC.NS
2019-10-29T00:00:00Z,LT.NS,TATACONSUM.NS,HEROMOTOCO.NS,BRITANNIA.NS,ONGC.NS,WIPRO.NS,BAJAJFINSV.NS,HDFCLIFE.NS,TCS.NS,HINDALCO.NS
2020-02-03T00:00:00Z,NESTLEIND.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,MARUTI.NS,SHREECEM.NS,ITC.NS,LT.NS,HDFCLIFE.NS,ONGC.NS,HEROMOTOCO.NS
2017-12-19T00:00:00Z,MARUTI.NS,HEROMOTOCO.NS,TATACONSUM.NS,TITAN.NS,BAJAJ-AUTO.NS,WIPRO.NS,HDFCLIFE.NS,INDUSINDBK.NS,NESTLEIND.NS,TCS.NS
2015-11-04T00:00:00Z,BAJFINANCE.NS,HEROMOTOCO.NS,COALINDIA.NS,BAJAJ-AUTO.NS,MARUTI.NS,TECHM.NS,SHREECEM.NS,ICICIBANK.NS,RELIANCE.NS,KOTAKBANK.NS
2017-09-11T23:00:00Z,TATASTEEL.NS,GRASIM.NS,KOTAKBANK.NS,ITC.NS,TCS.NS,INDUSINDBK.NS,BAJFINANCE.NS,WIPRO.NS,BAJAJFINSV.NS,HEROMOTOCO.NS
2015-07-28T23:00:00Z,BAJAJFINSV.NS,SHREECEM.NS,BAJFINANCE.NS,BHARTIARTL.NS,MARUTI.NS,ITC.NS,RELIANCE.NS,NTPC.NS,TITAN.NS,NESTLEIND.NS
2017-03-15T00:00:00Z,GRASIM.NS,TATASTEEL.NS,HEROMOTOCO.NS,RELIANCE.NS,TATACONSUM.NS,TCS.NS,WIPRO.NS,COALINDIA.NS,ICICIBANK.NS,ONGC.NS
2016-02-29T00:00:00Z,ICICIBANK.NS,KOTAKBANK.NS,BAJFINANCE.NS,RELIANCE.NS,INDUSINDBK.NS,ONGC.NS,MARUTI.NS,TITAN.NS,SHREECEM.NS,LT.NS
2018-06-17T23:00:00Z,ICICIBANK.NS,HDFCLIFE.NS,TATACONSUM.NS,BAJAJ-AUTO.NS,NTPC.NS,HINDALCO.NS,BHARTIARTL.NS,KOTAKBANK.NS,BAJFINANCE.NS,COALINDIA.NS
2020-04-26T23:00:00Z,TATACONSUM.NS,HDFCLIFE.NS,INDUSINDBK.NS,BRITANNIA.NS,BAJAJFINSV.NS,NTPC.NS,GRASIM.NS,ITC.NS,BHARTIARTL.NS,MARUTI.NS
2016-05-02T23:00:00Z,BHARTIARTL.NS,GRASIM.NS,ULTRACEMCO.NS,TATASTEEL.NS,BAJAJFINSV.NS,COALINDIA.NS,NESTLEIND.NS,ICICIBANK.NS,TECHM.NS,TITAN.NS
2019-02-04T00:00:00Z,TITAN.NS,RELIANCE.NS,ONGC.NS,BAJAJ-AUTO.NS,KOTAKBANK.NS,HINDALCO.NS,CIPLA.NS,TATACONSUM.NS,NTPC.NS,BHARTIARTL.NS
2016-12-20T00:00:00Z,TCS.NS,ITC.NS,ULTRACEMCO.NS,NTPC.NS,COALINDIA.NS,TATACONSUM.NS,ICICIBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,NESTLEIND.NS
2020-03-06T00:00:00Z,MARUTI.NS,BAJAJ-AUTO.NS,SHREECEM.NS,TCS.NS,NESTLEIND.NS,TATASTEEL.NS,INDUSINDBK.NS,COALINDIA.NS,ONGC.NS,ICICIBANK.NS
2018-09-10T23:00:00Z,COALINDIA.NS,NTPC.NS,BAJAJFINSV.NS,INDUSINDBK.NS,WIPRO.NS,TITAN.NS,TATASTEEL.NS,ITC.NS,HEROMOTOCO.NS,NESTLEIND.NS
2016-07-26T23:00:00Z,TATACONSUM.NS,ICICIBANK.NS,MARUTI.NS,INDUSINDBK.NS,HINDALCO.NS,BAJAJFINSV.NS,ITC.NS,TATASTEEL.NS,NESTLEIND.NS,RELIANCE.NS
2019-07-02T23:00:00Z,INDUSINDBK.NS,HDFCLIFE.NS,ITC.NS,BRITANNIA.NS,LT.NS,TECHM.NS,NESTLEIND.NS,COALINDIA.NS,TCS.NS,BAJAJFINSV.NS
2020-12-30T00:00:00Z,ULTRACEMCO.NS,SHREECEM.NS,GRASIM.NS,BAJFINANCE.NS,MARUTI.NS,INDUSINDBK.NS,BHARTIARTL.NS,TCS.NS,TATACONSUM.NS,CIPLA.NS
2021-05-11T23:00:00Z,TITAN.NS,MARUTI.NS,CIPLA.NS,BRITANNIA.NS,NTPC.NS,TATASTEEL.NS,INDUSINDBK.NS,HINDALCO.NS,GRASIM.NS,ONGC.NS
2017-05-17T23:00:00Z,TCS.NS,WIPRO.NS,COALINDIA.NS,SHREECEM.NS,CIPLA.NS,BAJAJFINSV.NS,TATACONSUM.NS,GRASIM.NS,BRITANNIA.NS,ULTRACEMCO.NS
2018-11-15T00:00:00Z,SHREECEM.NS,TITAN.NS,KOTAKBANK.NS,HEROMOTOCO.NS,TECHM.NS,GRASIM.NS,NTPC.NS,ONGC.NS,COALINDIA.NS,HDFCLIFE.NS
2015-03-02T00:00:00Z,LT.NS,TATACONSUM.NS,HEROMOTOCO.NS,BRITANNIA.NS,ONGC.NS,WIPRO.NS,BAJAJFINSV.NS,TCS.NS,HINDALCO.NS,COALINDIA.NS
2019-09-25T23:00:00Z,COALINDIA.NS,ONGC.NS,ICICIBANK.NS,TATASTEEL.NS,NESTLEIND.NS,WIPRO.NS,SHREECEM.NS,NTPC.NS,TCS.NS,TATACONSUM.NS
2017-08-10T23:00:00Z,TATACONSUM.NS,BAJFINANCE.NS,SHREECEM.NS,WIPRO.NS,ULTRACEMCO.NS,HINDALCO.NS,ONGC.NS,RELIANCE.NS,NTPC.NS,MARUTI.NS
2015-06-04T23:00:00Z,BRITANNIA.NS,COALINDIA.NS,NTPC.NS,ONGC.NS,BAJFINANCE.NS,ULTRACEMCO.NS,ICICIBANK.NS,INDUSINDBK.NS,CIPLA.NS,GRASIM.NS
2015-12-28T00:00:00Z,NTPC.NS,ONGC.NS,ICICIBANK.NS,CIPLA.NS,INDUSINDBK.NS,TATASTEEL.NS,BHARTIARTL.NS,GRASIM.NS,TATACONSUM.NS,HINDALCO.NS
2018-08-19T23:00:00Z,LT.NS,ONGC.NS,TATASTEEL.NS,HINDALCO.NS,BAJAJ-AUTO.NS,TITAN.NS,MARUTI.NS,GRASIM.NS,BAJAJFINSV.NS,CIPLA.NS
2016-07-04T23:00:00Z,SHREECEM.NS,COALINDIA.NS,TATASTEEL.NS,RELIANCE.NS,WIPRO.NS,NTPC.NS,BHARTIARTL.NS,HINDALCO.NS,BAJAJFINSV.NS,HEROMOTOCO.NS
2020-06-30T23:00:00Z,BAJAJFINSV.NS,BAJFINANCE.NS,ITC.NS,INDUSINDBK.NS,ICICIBANK.NS,NTPC.NS,NESTLEIND.NS,CIPLA.NS,LT.NS,SHREECEM.NS
2018-05-16T23:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,COALINDIA.NS,TATACONSUM.NS,WIPRO.NS,HINDALCO.NS,ITC.NS,BHARTIARTL.NS,TATASTEEL.NS,NTPC.NS
2016-03-31T23:00:00Z,ITC.NS,BAJAJFINSV.NS,LT.NS,TATACONSUM.NS,NTPC.NS,BHARTIARTL.NS,TCS.NS,TECHM.NS,ONGC.NS,NESTLEIND.NS
2021-01-27T00:00:00Z,TECHM.NS,WIPRO.NS,ITC.NS,NESTLEIND.NS,CIPLA.NS,TATASTEEL.NS,TITAN.NS,HINDALCO.NS,INDUSINDBK.NS,HEROMOTOCO.NS
2018-12-13T00:00:00Z,BAJAJFINSV.NS,BRITANNIA.NS,MARUTI.NS,WIPRO.NS,KOTAKBANK.NS,TCS.NS,HDFCLIFE.NS,TATASTEEL.NS,COALINDIA.NS,CIPLA.NS
2021-03-30T23:00:00Z,GRASIM.NS,ITC.NS,BAJAJFINSV.NS,TATACONSUM.NS,TATASTEEL.NS,TECHM.NS,COALINDIA.NS,HEROMOTOCO.NS,KOTAKBANK.NS,ICICIBANK.NS
2020-01-13T00:00:00Z,TATACONSUM.NS,INDUSINDBK.NS,COALINDIA.NS,BHARTIARTL.NS,SHREECEM.NS,TCS.NS,ICICIBANK.NS,RELIANCE.NS,BAJAJ-AUTO.NS,NESTLEIND.NS
2017-11-28T00:00:00Z,TATACONSUM.NS,BAJAJFINSV.NS,MARUTI.NS,INDUSINDBK.NS,COALINDIA.NS,NTPC.NS,TITAN.NS,GRASIM.NS,ONGC.NS,BHARTIARTL.NS
2019-09-03T23:00:00Z,BHARTIARTL.NS,TATASTEEL.NS,HINDALCO.NS,ONGC.NS,NTPC.NS,MARUTI.NS,BRITANNIA.NS,TITAN.NS,INDUSINDBK.NS,NESTLEIND.NS
2017-07-19T23:00:00Z,BAJFINANCE.NS,BAJAJFINSV.NS,GRASIM.NS,ONGC.NS,CIPLA.NS,TATACONSUM.NS,SHREECEM.NS,ULTRACEMCO.NS,KOTAKBANK.NS,NTPC.NS
2016-06-02T23:00:00Z,KOTAKBANK.NS,NTPC.NS,BAJAJ-AUTO.NS,TECHM.NS,ICICIBANK.NS,BHARTIARTL.NS,ULTRACEMCO.NS,BRITANNIA.NS,ITC.NS,LT.NS
2017-10-02T23:00:00Z,BAJAJFINSV.NS,TITAN.NS,RELIANCE.NS,GRASIM.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,CIPLA.NS,MARUTI.NS,LT.NS,ONGC.NS
2015-08-18T23:00:00Z,WIPRO.NS,CIPLA.NS,SHREECEM.NS,HEROMOTOCO.NS,TITAN.NS,HINDALCO.NS,COALINDIA.NS,BAJAJFINSV.NS,INDUSINDBK.NS,NESTLEIND.NS
2018-03-15T00:00:00Z,BAJFINANCE.NS,NESTLEIND.NS,BRITANNIA.NS,TITAN.NS,COALINDIA.NS,RELIANCE.NS,BAJAJFINSV.NS,ICICIBANK.NS,TATASTEEL.NS,GRASIM.NS
2016-01-29T00:00:00Z,TITAN.NS,HEROMOTOCO.NS,COALINDIA.NS,SHREECEM.NS,ULTRACEMCO.NS,TATASTEEL.NS,ICICIBANK.NS,NTPC.NS,BAJAJFINSV.NS,BHARTIARTL.NS
2020-11-17T00:00:00Z,LT.NS,TATACONSUM.NS,HEROMOTOCO.NS,BRITANNIA.NS,ONGC.NS,WIPRO.NS,BAJAJFINSV.NS,HDFCLIFE.NS,TCS.NS,HINDALCO.NS
2015-05-03T23:00:00Z,ONGC.NS,BAJAJ-AUTO.NS,CIPLA.NS,BAJFINANCE.NS,HINDALCO.NS,TECHM.NS,ICICIBANK.NS,LT.NS,TATASTEEL.NS,KOTAKBANK.NS
2019-04-29T23:00:00Z,HINDALCO.NS,TATASTEEL.NS,TITAN.NS,TECHM.NS,WIPRO.NS,INDUSINDBK.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,MARUTI.NS,BRITANNIA.NS
2019-01-14T00:00:00Z,BAJFINANCE.NS,MARUTI.NS,TATACONSUM.NS,BRITANNIA.NS,CIPLA.NS,WIPRO.NS,HDFCLIFE.NS,TECHM.NS,SHREECEM.NS,LT.NS
2016-11-29T00:00:00Z,MARUTI.NS,BAJFINANCE.NS,TITAN.NS,BHARTIARTL.NS,HEROMOTOCO.NS,HINDALCO.NS,ITC.NS,TECHM.NS,TCS.NS,NTPC.NS
2020-09-01T23:00:00Z,TATASTEEL.NS,COALINDIA.NS,INDUSINDBK.NS,RELIANCE.NS,ONGC.NS,BAJAJ-AUTO.NS,HEROMOTOCO.NS,NESTLEIND.NS,GRASIM.NS,NTPC.NS
2018-07-18T23:00:00Z,TITAN.NS,BHARTIARTL.NS,ITC.NS,BAJFINANCE.NS,RELIANCE.NS,HINDALCO.NS,KOTAKBANK.NS,CIPLA.NS,LT.NS,TATACONSUM.NS
2016-08-16T23:00:00Z,TATASTEEL.NS,COALINDIA.NS,HEROMOTOCO.NS,BRITANNIA.NS,BAJAJ-AUTO.NS,TCS.NS,TECHM.NS,WIPRO.NS,BAJAJFINSV.NS,RELIANCE.NS
2020-02-14T00:00:00Z,BHARTIARTL.NS,TATACONSUM.NS,RELIANCE.NS,ICICIBANK.NS,CIPLA.NS,INDUSINDBK.NS,HEROMOTOCO.NS,NTPC.NS,ITC.NS,ONGC.NS
2017-03-16T00:00:00Z,TATASTEEL.NS,HINDALCO.NS,TATACONSUM.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,RELIANCE.NS,COALINDIA.NS,ICICIBANK.NS,HEROMOTOCO.NS
2019-11-19T00:00:00Z,BHARTIARTL.NS,RELIANCE.NS,CIPLA.NS,GRASIM.NS,TECHM.NS,TCS.NS,TATASTEEL.NS,HEROMOTOCO.NS,ICICIBANK.NS,TATACONSUM.NS
2016-03-01T00:00:00Z,ITC.NS,MARUTI.NS,ICICIBANK.NS,HEROMOTOCO.NS,TITAN.NS,ONGC.NS,CIPLA.NS,NESTLEIND.NS,KOTAKBANK.NS,RELIANCE.NS
2016-05-01T23:00:00Z,BAJAJFINSV.NS,TITAN.NS,BAJFINANCE.NS,HINDALCO.NS,MARUTI.NS,ICICIBANK.NS,TECHM.NS,BHARTIARTL.NS,TATASTEEL.NS,ITC.NS
2019-10-16T23:00:00Z,INDUSINDBK.NS,BAJAJ-AUTO.NS,TATASTEEL.NS,COALINDIA.NS,BAJFINANCE.NS,SHREECEM.NS,GRASIM.NS,ULTRACEMCO.NS,TECHM.NS,WIPRO.NS
2020-04-27T23:00:00Z,INDUSINDBK.NS,BAJFINANCE.NS,BAJAJFINSV.NS,ICICIBANK.NS,KOTAKBANK.NS,NTPC.NS,NESTLEIND.NS,COALINDIA.NS,TATACONSUM.NS,BHARTIARTL.NS
2017-08-31T23:00:00Z,BAJAJ-AUTO.NS,HINDALCO.NS,INDUSINDBK.NS,TATASTEEL.NS,ONGC.NS,GRASIM.NS,TCS.NS,NESTLEIND.NS,BHARTIARTL.NS,TECHM.NS
2016-10-26T23:00:00Z,ICICIBANK.NS,ITC.NS,BHARTIARTL.NS,NESTLEIND.NS,CIPLA.NS,TATACONSUM.NS,BAJFINANCE.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,TECHM.NS
2019-02-15T00:00:00Z,NTPC.NS,ONGC.NS,RELIANCE.NS,COALINDIA.NS,BHARTIARTL.NS,TATASTEEL.NS,HEROMOTOCO.NS,HINDALCO.NS,BRITANNIA.NS,BAJFINANCE.NS
2019-07-01T23:00:00Z,ONGC.NS,BHARTIARTL.NS,COALINDIA.NS,BRITANNIA.NS,TECHM.NS,INDUSINDBK.NS,BAJAJ-AUTO.NS,HEROMOTOCO.NS,KOTAKBANK.NS,BAJAJFINSV.NS
2017-05-16T23:00:00Z,TATASTEEL.NS,ICICIBANK.NS,NESTLEIND.NS,HINDALCO.NS,TCS.NS,SHREECEM.NS,TECHM.NS,BRITANNIA.NS,BAJAJFINSV.NS,BAJFINANCE.NS
2015-10-12T23:00:00Z,ULTRACEMCO.NS,COALINDIA.NS,BAJAJ-AUTO.NS,MARUTI.NS,ITC.NS,ONGC.NS,HINDALCO.NS,TATASTEEL.NS,SHREECEM.NS,BAJAJFINSV.NS
2020-03-17T00:00:00Z,HEROMOTOCO.NS,MARUTI.NS,COALINDIA.NS,CIPLA.NS,ITC.NS,INDUSINDBK.NS,ICICIBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,TATACONSUM.NS
2015-12-17T00:00:00Z,TATASTEEL.NS,TATACONSUM.NS,HINDALCO.NS,BRITANNIA.NS,BAJAJ-AUTO.NS,ONGC.NS,TITAN.NS,COALINDIA.NS,WIPRO.NS,GRASIM.NS
2018-01-31T00:00:00Z,KOTAKBANK.NS,TECHM.NS,HDFCLIFE.NS,RELIANCE.NS,HINDALCO.NS,TATASTEEL.NS,TATACONSUM.NS,CIPLA.NS,COALINDIA.NS,TITAN.NS
2015-03-03T00:00:00Z,RELIANCE.NS,TCS.NS,TATACONSUM.NS,BAJAJFINSV.NS,BRITANNIA.NS,BAJFINANCE.NS,INDUSINDBK.NS,NTPC.NS,ITC.NS,ULTRACEMCO.NS
2020-10-14T23:00:00Z,HEROMOTOCO.NS,COALINDIA.NS,NTPC.NS,HINDALCO.NS,TATASTEEL.NS,BAJFINANCE.NS,TECHM.NS,INDUSINDBK.NS,ICICIBANK.NS,RELIANCE.NS
2018-08-30T23:00:00Z,TECHM.NS,NESTLEIND.NS,CIPLA.NS,LT.NS,INDUSINDBK.NS,BAJAJFINSV.NS,RELIANCE.NS,BAJFINANCE.NS,TATASTEEL.NS,MARUTI.NS
2017-11-07T00:00:00Z,TECHM.NS,TCS.NS,NESTLEIND.NS,WIPRO.NS,SHREECEM.NS,CIPLA.NS,TATACONSUM.NS,TITAN.NS,BHARTIARTL.NS,RELIANCE.NS
2019-12-23T00:00:00Z,MARUTI.NS,HEROMOTOCO.NS,WIPRO.NS,KOTAKBANK.NS,TATACONSUM.NS,NESTLEIND.NS,COALINDIA.NS,RELIANCE.NS,SHREECEM.NS,BRITANNIA.NS
2015-03-13T00:00:00Z,BAJAJFINSV.NS,BHARTIARTL.NS,ONGC.NS,COALINDIA.NS,SHREECEM.NS,TATACONSUM.NS,LT.NS,WIPRO.NS,BAJAJ-AUTO.NS,HINDALCO.NS
2017-07-30T23:00:00Z,SHREECEM.NS,ONGC.NS,LT.NS,TATASTEEL.NS,ICICIBANK.NS,ITC.NS,CIPLA.NS,COALINDIA.NS,BAJAJ-AUTO.NS,WIPRO.NS
2015-06-15T23:00:00Z,INDUSINDBK.NS,BAJAJ-AUTO.NS,HEROMOTOCO.NS,NTPC.NS,ULTRACEMCO.NS,NESTLEIND.NS,SHREECEM.NS,TATASTEEL.NS,TECHM.NS,BRITANNIA.NS
2019-03-19T00:00:00Z,NESTLEIND.NS,ITC.NS,NTPC.NS,RELIANCE.NS,BHARTIARTL.NS,HEROMOTOCO.NS,LT.NS,BAJAJ-AUTO.NS,MARUTI.NS,HDFCLIFE.NS
2017-02-01T00:00:00Z,MARUTI.NS,HINDALCO.NS,ITC.NS,ICICIBANK.NS,INDUSINDBK.NS,TCS.NS,ONGC.NS,BHARTIARTL.NS,NTPC.NS,CIPLA.NS
2019-05-20T23:00:00Z,BRITANNIA.NS,HDFCLIFE.NS,RELIANCE.NS,TITAN.NS,BAJFINANCE.NS,INDUSINDBK.NS,MARUTI.NS,ULTRACEMCO.NS,BHARTIARTL.NS,GRASIM.NS
2017-04-04T23:00:00Z,TITAN.NS,MARUTI.NS,RELIANCE.NS,HINDALCO.NS,LT.NS,COALINDIA.NS,TECHM.NS,ITC.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS
2016-01-18T00:00:00Z,TATASTEEL.NS,ULTRACEMCO.NS,WIPRO.NS,TCS.NS,ITC.NS,BAJFINANCE.NS,RELIANCE.NS,TATACONSUM.NS,BAJAJFINSV.NS,BRITANNIA.NS
2017-10-23T23:00:00Z,TATACONSUM.NS,NTPC.NS,ONGC.NS,ICICIBANK.NS,TATASTEEL.NS,SHREECEM.NS,INDUSINDBK.NS,TECHM.NS,HINDALCO.NS,HEROMOTOCO.NS
2015-09-08T23:00:00Z,HINDALCO.NS,NTPC.NS,TATASTEEL.NS,MARUTI.NS,ULTRACEMCO.NS,TECHM.NS,WIPRO.NS,ONGC.NS,TCS.NS,COALINDIA.NS
2018-12-24T00:00:00Z,TATACONSUM.NS,WIPRO.NS,TCS.NS,KOTAKBANK.NS,CIPLA.NS,HEROMOTOCO.NS,BAJAJ-AUTO.NS,NTPC.NS,HINDALCO.NS,SHREECEM.NS
2016-11-08T00:00:00Z,SHREECEM.NS,TECHM.NS,ICICIBANK.NS,BAJAJ-AUTO.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,BRITANNIA.NS,CIPLA.NS,TATASTEEL.NS,GRASIM.NS
2019-08-13T23:00:00Z,BAJAJFINSV.NS,TATASTEEL.NS,GRASIM.NS,HINDALCO.NS,TECHM.NS,WIPRO.NS,COALINDIA.NS,BRITANNIA.NS,KOTAKBANK.NS,ONGC.NS
2017-06-28T23:00:00Z,TATASTEEL.NS,NESTLEIND.NS,BHARTIARTL.NS,CIPLA.NS,HINDALCO.NS,KOTAKBANK.NS,TECHM.NS,INDUSINDBK.NS,TCS.NS,NTPC.NS
2020-11-06T00:00:00Z,BAJAJFINSV.NS,RELIANCE.NS,INDUSINDBK.NS,KOTAKBANK.NS,COALINDIA.NS,MARUTI.NS,BHARTIARTL.NS,ULTRACEMCO.NS,GRASIM.NS,NESTLEIND.NS
2015-05-14T23:00:00Z,SHREECEM.NS,NESTLEIND.NS,BAJFINANCE.NS,INDUSINDBK.NS,BHARTIARTL.NS,NTPC.NS,COALINDIA.NS,ICICIBANK.NS,TATASTEEL.NS,RELIANCE.NS
2020-01-24T00:00:00Z,ULTRACEMCO.NS,BRITANNIA.NS,TECHM.NS,KOTAKBANK.NS,LT.NS,TATACONSUM.NS,HDFCLIFE.NS,CIPLA.NS,INDUSINDBK.NS,RELIANCE.NS
2018-07-29T23:00:00Z,BHARTIARTL.NS,ICICIBANK.NS,ULTRACEMCO.NS,RELIANCE.NS,ONGC.NS,HDFCLIFE.NS,NESTLEIND.NS,BAJFINANCE.NS,LT.NS,HINDALCO.NS
2016-06-13T23:00:00Z,BAJAJFINSV.NS,CIPLA.NS,ITC.NS,HINDALCO.NS,TITAN.NS,ULTRACEMCO.NS,TATACONSUM.NS,HEROMOTOCO.NS,GRASIM.NS,BAJAJ-AUTO.NS
2020-05-18T23:00:00Z,BHARTIARTL.NS,ONGC.NS,ULTRACEMCO.NS,ITC.NS,GRASIM.NS,INDUSINDBK.NS,RELIANCE.NS,LT.NS,CIPLA.NS,NESTLEIND.NS
2017-09-21T23:00:00Z,WIPRO.NS,NESTLEIND.NS,COALINDIA.NS,TECHM.NS,ITC.NS,HINDALCO.NS,TATACONSUM.NS,TATASTEEL.NS,BAJAJFINSV.NS,ULTRACEMCO.NS
2018-04-03T23:00:00Z,BAJFINANCE.NS,HEROMOTOCO.NS,HDFCLIFE.NS,NESTLEIND.NS,ITC.NS,HINDALCO.NS,TATASTEEL.NS,TITAN.NS,BAJAJFINSV.NS,GRASIM.NS
2018-10-22T23:00:00Z,INDUSINDBK.NS,BAJAJ-AUTO.NS,KOTAKBANK.NS,COALINDIA.NS,TITAN.NS,SHREECEM.NS,WIPRO.NS,GRASIM.NS,ULTRACEMCO.NS,NESTLEIND.NS
2016-09-06T23:00:00Z,ONGC.NS,ICICIBANK.NS,BAJFINANCE.NS,TATASTEEL.NS,BRITANNIA.NS,TITAN.NS,TCS.NS,TECHM.NS,KOTAKBANK.NS,NESTLEIND.NS
2020-08-11T23:00:00Z,TECHM.NS,HEROMOTOCO.NS,MARUTI.NS,ULTRACEMCO.NS,ITC.NS,KOTAKBANK.NS,CIPLA.NS,BRITANNIA.NS,HINDALCO.NS,BAJAJFINSV.NS
2018-06-27T23:00:00Z,NTPC.NS,HINDALCO.NS,KOTAKBANK.NS,TATASTEEL.NS,BRITANNIA.NS,TECHM.NS,TITAN.NS,ICICIBANK.NS,BAJFINANCE.NS,NESTLEIND.NS
2019-11-08T00:00:00Z,INDUSINDBK.NS,ICICIBANK.NS,KOTAKBANK.NS,TECHM.NS,BAJAJFINSV.NS,ONGC.NS,TCS.NS,HDFCLIFE.NS,BRITANNIA.NS,ITC.NS
